run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,scheduled_charter,number_flights_matched,actual_flights_unmatched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_unmatched_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
15/02/2022 14:04,202110,HEATHROW,UNITED ARAB EMIRATES,ABU DHABI INTERNATIONAL,ETIHAD AIRWAYS,S,186,0,0,1.612903,11.290323,36.021505,29.032258,18.279570,3.763441,0.000000,0.000000,0.000000,0.000000,0.000000,19.473118,124,88.709677,4.500000
15/02/2022 14:04,202110,HEATHROW,UNITED ARAB EMIRATES,DUBAI,BRITISH AIRWAYS PLC,S,146,0,0,0.684932,32.191781,41.095890,15.068493,8.219178,2.739726,0.000000,0.000000,0.000000,0.000000,0.000000,11.047945,85,63.529412,17.388235
15/02/2022 14:04,202110,HEATHROW,UNITED ARAB EMIRATES,DUBAI,EMIRATES,S,358,0,0,4.189944,35.474860,41.061453,13.407821,4.748603,1.117318,0.000000,0.000000,0.000000,0.000000,0.000000,8.279330,240,95.000000,2.670833
15/02/2022 14:04,202110,HEATHROW,ISRAEL,TEL AVIV,BRITISH AIRWAYS PLC,S,63,0,0,22.222222,22.222222,19.047619,14.285714,15.873016,6.349206,0.000000,0.000000,0.000000,0.000000,0.000000,15.222222,62,90.322581,7.080645
15/02/2022 14:04,202110,HEATHROW,ISRAEL,TEL AVIV,EL AL,S,60,0,0,35.000000,11.666667,41.666667,6.666667,1.666667,0.000000,3.333333,0.000000,0.000000,0.000000,0.000000,10.400000,15,93.333333,10.866667
15/02/2022 14:04,202110,HEATHROW,ISRAEL,TEL AVIV,VIRGIN ATLANTIC AIRWAYS LTD,S,62,0,0,12.903226,37.096774,40.322581,3.225806,4.838710,1.612903,0.000000,0.000000,0.000000,0.000000,0.000000,5.032258,27,89.285714,2.148148
15/02/2022 14:04,202110,HEATHROW,JORDAN,AMMAN,BRITISH AIRWAYS PLC,S,44,0,0,20.454545,34.090909,20.454545,9.090909,13.636364,2.272727,0.000000,0.000000,0.000000,0.000000,0.000000,10.886364,4,75.000000,21.500000
15/02/2022 14:04,202110,HEATHROW,JORDAN,AMMAN,ROYAL JORDANIAN,S,62,0,0,33.870968,48.387097,14.516129,3.225806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.435484,16,87.500000,6.812500
15/02/2022 14:04,202110,HEATHROW,LEBANON,BEIRUT,MIDDLE EAST AIRLINES (AIR LIBAN S A L),S,46,0,0,4.347826,56.521739,23.913043,8.695652,6.521739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.478261,36,100.000000,2.194444
15/02/2022 14:04,202110,HEATHROW,ALGERIA,ALGIERS,AIR ALGERIE,S,10,0,0,10.000000,10.000000,70.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.000000,0,0.000000,0.000000
15/02/2022 14:04,202110,HEATHROW,EGYPT,ALEXANDRIA (BORG EL ARAB),AIR CAIRO,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,0.000000
15/02/2022 14:04,202110,HEATHROW,EGYPT,CAIRO,AIR CAIRO,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,22.000000
15/02/2022 14:04,202110,HEATHROW,EGYPT,CAIRO,BRITISH AIRWAYS PLC,S,48,0,0,22.916667,22.916667,29.166667,10.416667,12.500000,2.083333,0.000000,0.000000,0.000000,0.000000,0.000000,11.875000,60,93.333333,3.616667
15/02/2022 14:04,202110,HEATHROW,EGYPT,CAIRO,EGYPT AIR,S,62,0,0,1.612903,14.516129,45.161290,22.580645,12.903226,0.000000,0.000000,3.225806,0.000000,0.000000,0.000000,19.870968,60,93.333333,5.550000
15/02/2022 14:04,202110,HEATHROW,MOROCCO,CASABLANCA MOHAMED V,ROYAL AIR MAROC,S,38,0,2,15.000000,50.000000,22.500000,5.000000,2.500000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,3.526316,36,94.444444,7.888889
15/02/2022 14:04,202110,HEATHROW,MOROCCO,FEZ,BRITISH AIRWAYS PLC,C,1,0,0,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000
15/02/2022 14:04,202110,HEATHROW,MOROCCO,MARRAKESH,BRITISH AIRWAYS PLC,S,0,0,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0,0.000000,0.000000
15/02/2022 14:04,202110,HEATHROW,MOROCCO,RABAT,ROYAL AIR MAROC,S,6,0,0,0.000000,66.666667,33.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.666667,0,0.000000,0.000000
15/02/2022 14:04,202110,HEATHROW,TUNISIA,TUNIS,TUNISAIR,S,4,0,0,0.000000,0.000000,25.000000,0.000000,25.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.500000,7,85.714286,13.285714
15/02/2022 14:04,202110,HEATHROW,ARGENTINA,BUENOS AIRES,BRITISH AIRWAYS PLC,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,54.545455,15.368421
15/02/2022 14:04,202110,HEATHROW,BRAZIL,SAO PAULO (GUARULHOS),BRITISH AIRWAYS PLC,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,62,82.258065,7.467742
15/02/2022 14:04,202110,HEATHROW,BRAZIL,SAO PAULO (GUARULHOS),TAM LINHAS AEREAS,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27,85.185185,10.037037
15/02/2022 14:04,202110,HEATHROW,GUYANA,GEORGETOWN (GUYANA),TITAN AIRWAYS LTD,C,4,0,0,0.000000,50.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.750000,2,66.666667,0.000000
15/02/2022 14:04,202110,HEATHROW,REPUBLIC OF SOUTH AFRICA,CAPE TOWN,BRITISH AIRWAYS PLC,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59,78.688525,8.966102
15/02/2022 14:04,202110,HEATHROW,REPUBLIC OF SOUTH AFRICA,JOHANNESBURG,BRITISH AIRWAYS PLC,S,37,0,0,2.702703,24.324324,24.324324,16.216216,13.513514,18.918919,0.000000,0.000000,0.000000,0.000000,0.000000,28.081081,60,81.666667,10.600000
15/02/2022 14:04,202110,HEATHROW,REPUBLIC OF SOUTH AFRICA,JOHANNESBURG,VIRGIN ATLANTIC AIRWAYS LTD,S,26,0,0,0.000000,34.615385,50.000000,7.692308,3.846154,3.846154,0.000000,0.000000,0.000000,0.000000,0.000000,11.846154,15,100.000000,0.933333
