Province,Restaurant, Delivery Fee,Delivery Time,Rating
Žilina,Pizzéria Fantasia,from 4.50,70 - 80 min.,4.5
Žilina,BUCHTA Klemi - potešenie na pare,from 5.00,85 - 95 min.,5
Žilina,Chilteco,from 5.20,100 - 110 min.,4.6
Žilina,Pizza Express Michaelo Solinky,from 4.50,55 - 65 min.,4.5
Žilina,Sultan Kebab,from 5.00,40 - 50 min.,4.2
Žilina,Mamma Mia,from 5.00,70 - 80 min.,4.8
Žilina,Pub u Joža,from 5.00,40 - 50 min.,4.3
Žilina,Garden Pub Rosina,from 9.00,55 - 65 min.,4.9
Žilina,Kúsok Šťastia Pizza Restaurant,from 7.10,70 - 80 min.,4.6
Žilina,minit - Fornetti,from 4.90,85 - 95 min.,4.9
Žilina,Penzión V inom svete,from 7.00,115 - 125 min.,4.8
Žilina,Pizzéria Tempo,from 4.30,85 - 95 min.,4.7
Žilina,Pizzalandia Žilina,from 4.50,70 - 80 min.,4.5
Žilina,Kantína Pizzeria & Piváreň,from 5.00,70 - 80 min.,4.5
Žilina,Pizza Expres Michaelo KNM,from 7.30,55 - 65 min.,4.6
Žilina,Bamboo Express,from 5.00,40 - 50 min.,4.2
Žilina,Manzo steak a burger,from 5.00,40 - 50 min.,4.5
Žilina,Bamboo sushi&wok,from 5.00,40 - 50 min.,4.4
Žilina,Pizza Express Michaelo Vlčince,from 4.50,55 - 65 min.,4.6
Žilina,Pán Waflička,from 5.00,40 - 50 min.,4.1
Žilina,Mr. KEBAB,from 5.00,40 - 50 min.,4.4
Žilina,Döner Kebap M&M Považský Chlmec,from 9.00,40 - 50 min.,4.7
Žilina,S Kebab,from 5.00,40 - 50 min.,4.6
Žilina,Blackdog restaurant,from 5.00,40 - 50 min.,4.6
Žilina,Regal Burger Aupark,from 5.00,40 - 50 min.,4.7
Žilina,Sushihanil,from 15.00,70 - 80 min.,4.5
Žilina,Wolfcorner,from 5.00,55 - 65 min.,4.4
Žilina,Reštaurácia Koníček Hájik,from 5.00,40 - 50 min.,4.4
Žilina,Pure Beef,from 4.50,70 - 80 min.,4.5
Žilina,Tratorka by foodies,from 4.70,100 - 110 min.,4.4
Žilina,Pizzeria Santino,from 5.00,55 - 65 min.,4.1
Žilina,Pellegrino Pizzeria,from 5.50,85 - 95 min.,4.7
Žilina,River Restaurant,from 6.50,85 - 95 min.,4.7
Žilina,Poké Bistro Aupark,from 5.00,40 - 50 min.,4.6
Žilina,Marína reštaurácia,from 5.00,85 - 95 min.,4.4
Žilina,Reštaurácia Trio,from 5.00,100 - 110 min.,4.1
Žilina,Hambáč,from 5.00,40 - 50 min.,4.5
Žilina,Plzeňská reštaurácia,from 5.00,40 - 50 min.,4.3
Žilina,Pokechko,from 5.00,40 - 50 min.,4
Žilina,Pizza Michaela,from 9.90,55 - 65 min.,4.7
Žilina,Seven Heaven,from 8.00,55 - 65 min.,4.5
Žilina,Pizzalandia,from 4.20,55 - 65 min.,4.6
Žilina,Reštaurácia Koníček Hliny,from 5.00,40 - 50 min.,
Žilina,Quality Street Food,from 30.00,70 - 80 min.,4.7
Žilina,Bistro Šmaky,from 5.00,40 - 50 min.,4.2
Žilina,Chocolate Patrik,from 5.00,,4.4
Žilina,Babičkina záhrada,from 0.00,,4.3
Žilina,Sabotage Pizza Pub,from 3.90,70 - 80 min.,4.9
Žilina,Burger & Pizza Valentíny,from 5.90,55 - 65 min.,4.9
Žilina,Beer Bar,from 9.00,55 - 65 min.,5
Žilina,Pizzéria Monte,from 5.00,70 - 80 min.,4.8
Žilina,Zahrejeme,from 6.00,,5
Žilina,Catering Bytča,from 15.00,,5
Žilina,Kvety Maja,from 0.00,115 - 125 min.,5
Žilina,Luckwok - čínska reštaurácia,from 5.00,55 - 65 min.,4.8
Žilina,Paladeo Pizza,from 3.00,85 - 95 min.,5
Žilina,Pizza Lipizza,from 3.60,,3.9
Žilina,V&V pizza,from 6.00,85 - 95 min.,3.9
Žilina,Pizza Milano,from 9.80,100 - 110 min.,4.5
Žilina,Chlebíčky Žilina,from 20.00,,5
Žilina,SPIRIT grill & bar,from 4.70,115 - 125 min.,4.5
Žilina,Golf Restaurant,from 5.00,55 - 65 min.,4.8
Žilina,Reštaurácia Shark,from 4.00,85 - 95 min.,4.6
Žilina,La Repubblica,from 12.00,115 - 125 min.,4.6
Žilina,Pepek beer & pizza pub,from 5.00,55 - 65 min.,4.7
Žilina,Verticcio coffee&tea,from 5.00,40 - 50 min.,
Žilina,Cosmo Asian Restaurant,from 5.00,40 - 50 min.,4.7
Žilina,Reštaurácia Capri,from 5.30,70 - 80 min.,4.8
Žilina,Piváreň Drevená krava,from 9.00,115 - 125 min.,4.3
Žilina,Pivárska Bašta Rmut,from 9.70,85 - 95 min.,4.6
Žilina,Farmárske špeciality,from 15.00,25 - 35 min.,4.8
Žilina,Del Patio,from 5.90,115 - 125 min.,4.7
Žilina,Living restaurant,from 9.50,115 - 125 min.,4.8
Žilina,Woker,from 5.00,45 - 55 min.,4.5
Žilina,eXtreme Park,from 6.90,55 - 65 min.,4.5
Žilina,PALACE Restaurant,from 7.00,100 - 110 min.,4.7
Žilina,Na Rohu,from 10.00,115 - 125 min.,4.9
Žilina,Kantína Poštová,from 10.00,100 - 110 min.,4.5
Žilina,Holiday Inn restaurant,from 7.90,,5
Žilina,Gastro Reštaurácia,from 5.00,40 - 50 min.,4.7
Žilina,Reštaurácia Majovey,from 5.00,40 - 50 min.,5
Žilina,Reštaurácia Dubná skala,from 6.10,,4.7
Žilina,Pizza&Burger Borina,from 4.90,70 - 80 min.,4.8
Žilina,IL Padrino Ristorante,from 5.80,85 - 95 min.,4.6
Žilina,Tradičné žilinské GOFRI,from 5.00,40 - 50 min.,4.8
Žilina,Pivovar Vŕšky,from 5.00,40 - 50 min.,5
Žilina,Padrone Pizza & Restaurant,from 6.50,115 - 125 min.,4.4
Žilina,Break's Food,from 6.50,115 - 125 min.,4.8
Žilina,Foodstock,from 5.00,40 - 50 min.,5
Žilina,Food House,from 4.00,45 - 55 min.,5
Žilina,Mr. Gao - Čínska reštaurácia,from 3.50,115 - 125 min.,4.6
Žilina,Smreková Koliba,from 5.00,,4.8
Žilina,Palace Hotel Polom Restaurant,from 5.00,40 - 50 min.,4.9
Nitra,Pizza Diamo,from 5.10,55 - 65 min.,4.7
Nitra,LafiMo,from 6.00,55 - 65 min.,4.4
Nitra,Pizza Smejo,from 5.20,70 - 80 min.,4.9
Nitra,OK Pizza,from 4.80,55 - 65 min.,4.9
Nitra,Loco Burgers&Sandwiches,from 5.00,40 - 50 min.,4.2
Nitra,Fusione,from 5.90,55 - 65 min.,4.6
Nitra,OK Pizza,from 4.80,55 - 65 min.,4.9
Nitra,Bearded Brothers,from 5.90,55 - 65 min.,4.9
Nitra,Pokéčko,from 8.50,40 - 50 min.,4.9
Nitra,Pizza Laurizzia,from 5.50,70 - 80 min.,5
Nitra,Sweetbox,from 10.00,40 - 50 min.,5
Nitra,DOKI DOKI,from 5.00,70 - 80 min.,4.8
Nitra,Burger delivery,from 4.60,40 - 50 min.,4.8
Nitra,Charm Restaurant,from 5.00,55 - 65 min.,4.6
Nitra,Bistro Panda NCentro,from 5.00,40 - 50 min.,4.8
Nitra,La Donuteria,from 9.00,85 - 95 min.,4.9
Nitra,Pizza Smejo,from 5.20,70 - 80 min.,4.9
Nitra,Noodle bar,from 5.00,70 - 80 min.,4.9
Nitra,Pizza Diamo,from 5.10,55 - 65 min.,4.7
Nitra,Sakura Restaurant 1,from 5.00,85 - 95 min.,4.8
Nitra,BB Design - kvetinárstvo,from 0.00,115 - 125 min.,5
Nitra,LOVE FOOD,from 8.00,55 - 65 min.,4.8
Nitra,U Kocúra,from 8.00,85 - 95 min.,4.8
Nitra,Česká Hospúdka u Slováka,from 6.00,55 - 65 min.,4.9
Nitra,Wasabi Sushi & Lounge Bar,from 9.90,70 - 80 min.,4.8
Nitra,Manolo restaurant,from 5.00,85 - 95 min.,4.5
Nitra,Pizzéria Tropea,from 6.00,70 - 80 min.,4.9
Nitra,Pizzéria Toscana,from 5.00,70 - 80 min.,4.7
Nitra,UrgerBurger,from 7.50,70 - 80 min.,4.8
Nitra,Haluškáreň,from 5.00,50 - 60 min.,4.4
Nitra,Nitra Delivery Food&Sushi,from 4.90,55 - 65 min.,4.7
Nitra,Little Burger,from 5.50,85 - 95 min.,4.8
Nitra,Sakura Restaurant 2,from 5.00,85 - 95 min.,4.9
Nitra,Bellissimo Restaurant,from 6.90,85 - 95 min.,4.7
Nitra,Loco Burgers&Sandwiches,from 5.00,40 - 50 min.,4.2
Nitra,Pizza 123,from 5.00,40 - 50 min.,4.8
Nitra,Indian Curry restaurant&bar,from 10.00,55 - 65 min.,4.4
Nitra,Žalár,from 5.00,70 - 80 min.,4.9
Nitra,Pizza Top,from 5.00,55 - 65 min.,4.7
Nitra,Ikigai Sushi,from 50.00,70 - 80 min.,4.9
Nitra,Stará Kotolňa,from 10.00,85 - 95 min.,4.6
Nitra,Pizza Nitra Restaurant,from 2.90,115 - 125 min.,4.5
Nitra,Michelle Pizza&Burger,from 5.00,55 - 65 min.,4.7
Nitra,Pizza Rossini,from 10.00,55 - 65 min.,4.8
Nitra,Pizza Piccolino,from 4.90,85 - 95 min.,4.6
Nitra,Langošovňa,from 5.00,40 - 50 min.,4.6
Nitra,Tantal Expres,from 6.00,85 - 95 min.,4.6
Nitra,Tatami,from 5.00,115 - 125 min.,4.8
Nitra,Špizza,from 7.00,85 - 95 min.,4.7
Nitra,Swagatam Indian restaurant,from 8.00,25 - 35 min.,4.7
Nitra,Bistro Panda,from 5.00,85 - 95 min.,4.6
Nitra,Hollywood Street Food,from 6.00,85 - 95 min.,4.7
Nitra,Tres Tacos Bistro,from 0.00,55 - 65 min.,4.1
Nitra,Tres Tacos Reštaurácia,from 0.00,55 - 65 min.,4.2
Nitra,KOISUSHI,from 5.00,115 - 125 min.,4.8
Nitra,Subway OC Centro,from 7.50,55 - 65 min.,4.4
Nitra,Bruno pizza,from 4.70,70 - 80 min.,4.4
Nitra,LafiMo,from 6.00,55 - 65 min.,4.4
Nitra,Uncle Phil,from 5.99,85 - 95 min.,4.7
Nitra,Pražiareň Veľké Zálužie,from 0.00,,5
Nitra,Chocolate Patrik,from 5.00,,4.4
Nitra,Babičkina záhrada,from 0.00,,4.3
Nitra,Vinárska stodola,from 5.00,40 - 50 min.,4.9
Nitra,BT - BURGERS# WRAPS & CRAFT BEER,from 5.00,40 - 50 min.,4.9
Nitra,EL Dorado Old West Pub,from 10.00,55 - 65 min.,4.9
Nitra,Hami Papi,from 10.00,55 - 65 min.,4.8
Nitra,ALKOdovoz,from 10.00,25 - 35 min.,5
Nitra,Golden Chicken,from 7.50,40 - 50 min.,4.4
Nitra,Nitrawa pub,from 4.00,55 - 65 min.,4.8
Nitra,Ovocné Kytice OVOTICOO,from 10.00,100 - 110 min.,5
Nitra,Foodie,from 7.00,,4.9
Nitra,Falafel Nitra,from 5.50,85 - 95 min.,5
Nitra,Tantal obedové menu,from 5.90,85 - 95 min.,4.7
Nitra,Paladium reštaurácia&bar,from 6.00,55 - 65 min.,4.7
Nitra,MILÁ DEVA reštaurácia,from 10.00,85 - 95 min.,4.8
Nitra,Reštaurácia Karla,from 7.00,115 - 125 min.,4.5
Nitra,Páni Baklažáni,from 5.90,85 - 95 min.,4.7
Nitra,Prezident burger,from 5.50,70 - 80 min.,4.9
Nitra,Sushi Nitra,from 4.90,70 - 80 min.,4.9
Nitra,Supercháles,from 6.00,70 - 80 min.,4.3
Nitra,Šúdolská viecha,from 10.00,,4.4
Nitra,Keltský gril,from 5.20,,4.7
Trnava,Kontajner Coffee & Food Bar Trnava,from 7.00,70 - 80 min.,4.5
Trnava,Trnavská pizza,from 5.00,70 - 80 min.,4.5
Trnava,La Finestra,from 5.00,85 - 95 min.,4.6
Trnava,Rychlovka Burgers,from 6.50,55 - 65 min.,5
Trnava,Reštaurácia Tovariš,from 5.20,70 - 80 min.,4.8
Trnava,Non viet Sushi bar&restaurant,from 10.00,55 - 65 min.,5
Trnava,Isami,from 5.00,70 - 80 min.,4.9
Trnava,Pizza Galileo,from 5.00,55 - 65 min.,4.7
Trnava,Sakura restaurant sushi&wok,from 8.00,55 - 65 min.,4.9
Trnava,City Sushi Trnava,from 5.00,70 - 80 min.,4.9
Trnava,Maestro Erik Italian pizza style,from 30.00,70 - 80 min.,4.9
Trnava,SUMO,from 8.00,85 - 95 min.,4.8
Trnava,Hollywood burger,from 6.00,115 - 125 min.,4.9
Trnava,Papa Mafia,from 5.00,55 - 65 min.,4.3
Trnava,U Právnika Pub&Restaurant,from 4.50,115 - 125 min.,4.9
Trnava,Pizza Piccolino,from 5.40,115 - 125 min.,4.6
Trnava,Ikigai Sushi,from 50.00,70 - 80 min.,4.9
Trnava,Zemo pizzeria,from 6.00,100 - 110 min.,4.8
Trnava,Pizza Amico,from 5.00,70 - 80 min.,4.2
Trnava,Shiva restaurant,from 8.00,55 - 65 min.,4.7
Trnava,Remeselná pizza / burger,from 5.00,70 - 80 min.,4.8
Trnava,Pizza Erik,from 30.00,92 - 102 min.,4.3
Trnava,Hollywood Pizza,from 6.00,100 - 110 min.,4.7
Trnava,Burgr jako kráva Trnava,from 5.00,62 - 72 min.,3.8
Trnava,Good Food Stanley's,from 5.00,70 - 80 min.,4
Trnava,Reštaurácia Apetito,from 6.00,115 - 125 min.,4
Trnava,Bistro Parna,from 15.00,40 - 50 min.,3
Trnava,Chocolate Patrik,from 5.00,,4.4
Trnava,Babičkina záhrada,from 0.00,,4.3
Trnava,Prison pizza,from 5.00,55 - 65 min.,4.9
Trnava,Kvety Kamélia,from 20.00,,5
Trnava,Sessler pivovar a reštaurácia,from 5.00,115 - 125 min.,4.6
Trnava,BALDISIMI Bistro,from 6.00,55 - 65 min.,4.6
Trnava,Buenos Amigos,from 7.00,,3.9
Trnava,LIGHTHOUSE CLUB,from 6.90,115 - 125 min.,4.9
Trnava,Culinaria Holiday Inn,from 12.00,40 - 50 min.,4.8
Trnava,Regal Burger Trnava,from 5.00,70 - 80 min.,4.9
Trnava,Poké Bistro Trnava,from 5.00,70 - 80 min.,4.9
Trnava,Nový Pranier,from 35.00,115 - 125 min.,4.9
Prievidza,Burgr jako kráva,from 4.10,85 - 95 min.,4.4
Prievidza,Pizza Liberta - Pizza bike bar,from 4.00,55 - 65 min.,4.9
Prievidza,Schnitzel Platz Yes,from 4.00,55 - 65 min.,5
Prievidza,Bageta,from 5.00,85 - 95 min.,4.9
Prievidza,Pizza Wanted,from 8.00,85 - 95 min.,4.8
Prievidza,Pizza QYX,from 4.50,70 - 80 min.,4.8
Prievidza,Miki pizza-Miki bar,from 4.20,55 - 65 min.,4.7
Prievidza,Sedma Pub,from 4.00,115 - 125 min.,4.9
Prievidza,Reštaurácia Meridiana,from 6.00,85 - 95 min.,4.7
Prievidza,Dráčik,from 3.99,85 - 95 min.,4.5
Prievidza,La Hamm,from 4.60,55 - 65 min.,4.3
Prievidza,Woodstock,from 5.00,85 - 95 min.,4.7
Prievidza,U Bugyho Pub and Pizza,from 4.50,55 - 65 min.,4.2
Prievidza,Charlie Sever,from 4.00,85 - 95 min.,4.9
Prievidza,New Bei Jing - čínska reštaurácia,from 3.50,100 - 110 min.,4.7
Prievidza,Benvenuti Ristorante & Pizzeria,from 4.00,85 - 95 min.,4.7
Prievidza,Valhalla Pub&Restaurant,from 4.80,55 - 65 min.,4.5
Prievidza,Trezor Pizza M&Z,from 4.00,100 - 110 min.,4.6
Prievidza,Pizza Lussy,from 10.00,55 - 65 min.,4.9
Prievidza,Langoš - Kebab Nedožery - U Lacku,from 4.00,40 - 50 min.,4.2
Prievidza,Golem Pizza&Burger,from 4.00,85 - 95 min.,4.4
Prievidza,Chocolate Patrik,from 5.00,,4.4
Prievidza,Babičkina záhrada,from 0.00,,4.3
Prievidza,Pizza HELP v TREZORE II - Osma Pub,from 4.00,55 - 65 min.,4.7
Prievidza,Tehelňa Pub,from 2.30,70 - 80 min.,4.6
Prievidza,City Restaurant,from 3.99,115 - 125 min.,4.2
Prievidza,Reštaurácia Turbína,from 5.10,115 - 125 min.,4.8
Prievidza,Bistro pri Priore,from 8.00,55 - 65 min.,4.8
Prievidza,Oáza Rozvoz,from 3.99,115 - 125 min.,4.8
Prievidza,Daddy’s cafe,from 8.00,55 - 65 min.,4.8
Prievidza,First Sushi Bar,from 5.00,85 - 95 min.,5
Prievidza,Lunch Time,from 7.00,,
Prievidza,Hoddok,from 4.00,40 - 50 min.,4.9
Prievidza,Mantra,from 5.50,55 - 65 min.,5
Prievidza,Royal Pizza,from 0.00,70 - 80 min.,4.7
Prievidza,Muzika Reštaurácia,from 7.00,,4.8
Prievidza,Bojnická reštaurácia pod klenbami,from 10.00,,4.6
Prievidza,Mr Z American Burger Bar,from 5.00,40 - 50 min.,5
Zvolen,City Pizza,from 4.50,20 - 30 min.,4.9
Zvolen,Pizza na stanici,from 4.50,40 - 50 min.,5
Zvolen,Bistro Pohoda Sliač,from 11.00,40 - 50 min.,5
Zvolen,P1ZZA Šéf,from 4.99,40 - 50 min.,4.9
Zvolen,Plnené langoše Bonita,from 5.40,40 - 50 min.,4.9
Zvolen,Fresh Bar Zvolen,from 0.00,55 - 65 min.,5
Zvolen,Corino Pizza,from 4.00,40 - 50 min.,4.9
Zvolen,Burger Zvolen,from 8.00,55 - 65 min.,4.8
Zvolen,Bambus Pizza,from 3.50,70 - 80 min.,4.6
Zvolen,Knar restaurant&pizza,from 5.00,70 - 80 min.,4.8
Zvolen,U Rytierov,from 4.00,55 - 65 min.,4.7
Zvolen,Kebab na západe,from 0.00,70 - 80 min.,4.8
Zvolen,Dolce Vita Sliač,from 10.00,100 - 110 min.,4.8
Zvolen,Fénix čínska reštaurácia,from 5.00,85 - 95 min.,4.6
Zvolen,Samurai Restaurant & SUSHI BAR,from 20.00,115 - 125 min.,4.7
Zvolen,Franko Pizza ZV,from 3.00,55 - 65 min.,4.6
Zvolen,Campione Pizza,from 7.00,55 - 65 min.,4.9
Zvolen,THOR Burger,from 5.00,55 - 65 min.,4.9
Zvolen,KVETY IDEA,from 0.00,62 - 72 min.,5
Zvolen,Fratelli pizza & kebab house,from 5.00,55 - 65 min.,4.2
Zvolen,Chocolate Patrik,from 5.00,,4.4
Zvolen,Pizza Bella Napoli,from 6.00,,4.8
Zvolen,Babičkina záhrada,from 0.00,,4.3
Zvolen,PivoDomov,from 10.00,25 - 35 min.,5
Zvolen,Season restaurant,from 18.00,,4.6
Zvolen,Fork restaurant,from 6.00,115 - 125 min.,4.8
Zvolen,Capone Pizza,from 3.20,55 - 65 min.,4.7
Zvolen,Daku Thai,from 5.00,55 - 65 min.,4.7
Zvolen,Suchá kôrka,from 5.20,115 - 125 min.,4.9
Zvolen,Reštaurácia Centrum,from 9.00,55 - 65 min.,4.6
Zvolen,Chilli beer&restaurant,from 8.00,55 - 65 min.,4.8
Zvolen,Penzión Q,from 10.00,85 - 95 min.,4.9
Zvolen,Spezax Caffe Zvolen,from 8.00,115 - 125 min.,5
Zvolen,BREAKTIME,from 21.00,55 - 65 min.,5
Zvolen,PIZZA na Rožku Sliač,from 9.00,55 - 65 min.,4.6
Zvolen,THE ORIENT,from 5.00,40 - 50 min.,4.9
Zvolen,Bistro Fresh line,from 4.90,115 - 125 min.,4.6
Zvolen,Pizza Eso,from 4.00,40 - 50 min.,4.8
Zvolen,Pizza Mamut,from 4.90,55 - 65 min.,4.6
Zvolen,Frais restaurant,from 8.00,70 - 80 min.,4.6
Zvolen,Bistro Soho BB,from 30.00,40 - 50 min.,4.9
Poprad,Trhané mäsko,from 5.00,70 - 80 min.,4.8
Poprad,Pizza Borsalino Poprad,from 0.00,100 - 110 min.,4.7
Poprad,Pizza z pece,from 0.00,55 - 65 min.,
Poprad,Pizzéria Hruška,from 10.00,40 - 50 min.,4.8
Poprad,Fajná rybka,from 8.50,115 - 125 min.,4.8
Poprad,Rock N Roll,from 0.00,55 - 65 min.,5
Poprad,Pizza Numero 1,from 5.00,55 - 65 min.,4.7
Poprad,Pizza Venezia,from 4.00,55 - 65 min.,4.7
Poprad,La Pizza,from 13.00,40 - 50 min.,4.3
Poprad,La Pizza,from 4.70,55 - 65 min.,4.8
Poprad,La Stella,from 12.90,40 - 50 min.,4.5
Poprad,Saint Tropez,from 5.00,55 - 65 min.,4.7
Poprad,Sen Viet,from 4.50,115 - 125 min.,4.8
Poprad,Hoshi Sushi,from 10.00,115 - 125 min.,4.7
Poprad,Moje Kura,from 10.00,55 - 65 min.,4.5
Poprad,Velická izba,from 9.90,85 - 95 min.,4.6
Poprad,Lujza restaurant,from 6.00,55 - 65 min.,4.8
Poprad,Veg,from 0.00,115 - 125 min.,4.8
Poprad,Pizza Gustosa,from 30.00,55 - 65 min.,4.5
Poprad,Tatranka,from 4.49,115 - 125 min.,4.7
Poprad,Gazda,from 0.00,85 - 95 min.,
Poprad,Kebab Forum,from 0.00,70 - 80 min.,
Poprad,Chocolate Patrik,from 5.00,,4.4
Poprad,Babičkina záhrada,from 0.00,,4.3
Poprad,SmileFood,from 4.00,85 - 95 min.,4.8
Poprad,Kebab Poprad,from 0.00,,
Poprad,Prines.to,from 7.50,55 - 65 min.,4.7
Poprad,Bistro Tatjana,from 5.00,85 - 95 min.,4.9
Poprad,Na hradbách,from 7.50,55 - 65 min.,4.7
Poprad,Dobré časy,from 10.00,,4.7
Poprad,Monopol - denné a večerné menu,from 0.00,,4.5
Poprad,Francúzske palacinky,from 0.00,,4.1
Poprad,Gazdovská koliba,from 0.00,,4.4
Poprad,Ristorante Italiano Orchidea,from 10.00,55 - 65 min.,4.6
Poprad,Pasta Italiano - Homemade Pasta,from 5.00,,5
Poprad,Greenrock reštaurácia,from 20.00,,4.7
Poprad,U Septima,from 10.00,55 - 65 min.,4.7
Senec,Extra Pizzeria,from 3.00,70 - 80 min.,4.6
Senec,ROUTE 61 STREET FOOD,from 6.90,55 - 65 min.,4.5
Senec,Maestro Erik Italian pizza style,from 12.00,70 - 80 min.,4.9
Senec,City Sushi Trnava,from 50.00,70 - 80 min.,4.9
Senec,Daddy's Burger,from 6.50,55 - 65 min.,4.9
Senec,Paradajz,from 6.00,70 - 80 min.,4.9
Senec,Pizza Panther,from 10.00,85 - 95 min.,4.9
Senec,Pizzeria Lillien,from 3.00,70 - 80 min.,4.8
Senec,Sensei Noodles,from 5.00,115 - 125 min.,4.8
Senec,Reštaurácia Kamenný Dvor,from 10.00,100 - 110 min.,4.7
Senec,Pizza La Janne,from 4.50,70 - 80 min.,4.6
Senec,Ravasz café & Garden restaurant,from 33.00,115 - 125 min.,4.8
Senec,Pizza Erik,from 18.00,92 - 102 min.,4.3
Senec,Nasávaj,from 5.00,40 - 50 min.,4.6
Senec,Chocolate Patrik,from 5.00,,4.4
Senec,Babičkina záhrada,from 0.00,,4.3
Senec,Party mňamky ako od mamky,from 12.00,,5
Senec,DOVOZ NÁPOJOV.sk,from 50.00,62 - 72 min.,4.6
Senec,Kráľovský bufet,from 7.00,85 - 95 min.,4.9
Senec,Teutat Burger,from 20.00,40 - 50 min.,4.9
Senec,Senecké Pirôžky Mňam,from 9.00,25 - 35 min.,5
Senec,Murphy's Pub,from 4.40,55 - 65 min.,4.6
Senec,Pizzeria Verona,from 5.00,70 - 80 min.,4.9
Senec,Pizza Max a Menu,from 4.19,,4.5
Senec,Pizza Caffé,from 10.00,55 - 65 min.,4.8
Senec,Hladná diera,from 5.00,55 - 65 min.,4.6
Senec,Pipi Bibi Gril Zlaté Klasy,from 15.00,70 - 80 min.,4.4
Senec,Čertíci,from 6.00,55 - 65 min.,4.7
Senec,Schnitzel Burger Grill,from 5.00,55 - 65 min.,4.7
Senec,Flip Flap Bistro,from 4.90,55 - 65 min.,4.8
Senec,Tankovňa Lumax,from 3.90,55 - 65 min.,4.6
Senec,Pizzeria Stella,from 6.60,115 - 125 min.,5
Senec,Bistro Pumpa,from 5.00,55 - 65 min.,4.8
Senec,M&D Fastfood,from 5.00,40 - 50 min.,4.6
Senec,Hotel Koliba,from 4.50,85 - 95 min.,4.8
Senec,Woky Poky,from 8.00,55 - 65 min.,4.9
Senec,Pizza Pruk,from 29.90,115 - 125 min.,4.4
Senec,Pruk Grill bar,from 25.00,115 - 125 min.,4.7
Senec,Reštaurácia Pruk,from 29.90,115 - 125 min.,4.7
Senec,Reštaurácia Čierna Ruža,from 15.00,,4.5
Liptovský Mikuláš,Zeppelin pub,from 5.00,70 - 80 min.,4.5
Liptovský Mikuláš,Pizza Planet,from 5.30,70 - 80 min.,4.9
Liptovský Mikuláš,Liptov pizza,from 5.00,40 - 50 min.,4.9
Liptovský Mikuláš,Poké Bistro,from 5.00,55 - 65 min.,4.6
Liptovský Mikuláš,Saigon restaurant & pizza,from 4.50,70 - 80 min.,4.9
Liptovský Mikuláš,Regal Burger,from 5.00,70 - 80 min.,4.8
Liptovský Mikuláš,Pizzéria Italiana,from 5.00,55 - 65 min.,4.7
Liptovský Mikuláš,Bonsai restaurant,from 4.99,115 - 125 min.,4.8
Liptovský Mikuláš,Alto Sushi,from 7.00,100 - 110 min.,4.9
Liptovský Mikuláš,Good Mood Pizza & Bar,from 5.00,70 - 80 min.,4.8
Liptovský Mikuláš,Bongiorno pizza z pece,from 6.00,55 - 65 min.,4.8
Liptovský Mikuláš,Marino restaurant&pizzeria,from 5.00,55 - 65 min.,4.3
Liptovský Mikuláš,Big kebab,from 6.00,55 - 65 min.,4.5
Liptovský Mikuláš,Koliba u Haliho/Haliho pizza,from 6.00,115 - 125 min.,4.6
Liptovský Mikuláš,Chocolate Patrik,from 5.00,,4.4
Liptovský Mikuláš,Babičkina záhrada,from 0.00,,4.3
Liptovský Mikuláš,Zeppelin pub - Papuča,from 5.00,70 - 80 min.,4.9
Liptovský Mikuláš,Reštaurácia Maytex,from 5.00,115 - 125 min.,4.4
Liptovský Mikuláš,Bernard Pub Maladinovo,from 11.80,70 - 80 min.,4.9
Liptovský Mikuláš,Čínska reštaurácia Mikuláš,from 4.90,70 - 80 min.,4.6
Liptovský Mikuláš,Krusty Krab Burgers,from 8.00,,4.8
Trenčín,Marilyn,from 7.00,85 - 95 min.,4.8
Trenčín,Naša Reštaurácia a Pizzéria,from 6.00,25 - 35 min.,4.9
Trenčín,UNI pizza,from 5.00,40 - 50 min.,5
Trenčín,Mestský hostinec,from 6.50,55 - 65 min.,5
Trenčín,Kebabizňa Juh,from 7.77,55 - 65 min.,4.8
Trenčín,Pizza Oliva,from 6.29,55 - 65 min.,4.7
Trenčín,Country Pub - Bowling,from 6.00,100 - 110 min.,4.8
Trenčín,KUKI Restaurant Karpatská,from 6.00,70 - 80 min.,4.6
Trenčín,Reštaurácia Dôstojník,from 6.60,55 - 65 min.,4.4
Trenčín,Burgr jako kráva Trenčín,from 7.00,85 - 95 min.,4.5
Trenčín,Flowers Drive,from 20.00,40 - 50 min.,
Trenčín,Reštaurácia Dantes,from 6.00,100 - 110 min.,4.6
Trenčín,Kvety Naomi,from 25.00,40 - 50 min.,
Trenčín,Bosco restaurant,from 6.30,85 - 95 min.,4.4
Trenčín,Delhi Dhaba Restaurant,from 5.00,85 - 95 min.,4.6
Trenčín,Potraviny Mňamka,from 20.00,85 - 95 min.,5
Trenčín,Chocolate Patrik,from 5.00,,4.4
Trenčín,Babičkina záhrada,from 0.00,,4.3
Trenčín,Koliba,from 7.50,70 - 80 min.,4.5
Trenčín,Kvety Nerine,from 0.00,55 - 65 min.,5
Trenčín,Motorest Maják,from 3.50,115 - 125 min.,4.4
Trenčín,Kuki,from 7.00,85 - 95 min.,4.5
Trenčín,AVK Reštaurácia,from 5.30,115 - 125 min.,4.5
Trenčín,Kebab na sihoti,from 7.00,,4.8
