Province,Restaurant, Delivery Fee,Delivery Time,Rating
Trenčín,Barbakan,from 6.90,70 - 80 min.,4.6
Trenčín,The taste of India,from 4.99,85 - 95 min.,4.6
Trenčín,Nočná pizza Foodfabrik,from 7.00,92 - 102 min.,3.8
Kysucké Nové Mesto,Mánia Pizzeria KNM,from 4.50,40 - 50 min.,4.7
Kysucké Nové Mesto,Sushi Bonsai,from 30.00,70 - 80 min.,4.9
Kysucké Nové Mesto,Pizzéria Viola,from 3.00,40 - 50 min.,4.9
Kysucké Nové Mesto,Al Capone,from 4.50,70 - 80 min.,4.9
Kysucké Nové Mesto,Next Kebab,from 3.70,70 - 80 min.,4.8
Kysucké Nové Mesto,Pizza Express ROBINSSON,from 3.85,55 - 65 min.,4.8
Kysucké Nové Mesto,Duo Pizza,from 6.00,55 - 65 min.,3.9
Kysucké Nové Mesto,River Restaurant,from 20.00,85 - 95 min.,4.7
Kysucké Nové Mesto,Pizza Expres Michaelo KNM,from 3.65,55 - 65 min.,4.6
Kysucké Nové Mesto,Pizzeria Santino,from 5.00,55 - 65 min.,4.1
Kysucké Nové Mesto,Pizzalandia,from 4.20,55 - 65 min.,4.6
Kysucké Nové Mesto,Chocolate Patrik,from 5.00,,4.4
Kysucké Nové Mesto,Babičkina záhrada,from 0.00,,4.3
Kysucké Nové Mesto,Beer Bar,from 25.00,55 - 65 min.,5
Kysucké Nové Mesto,Zahrejeme,from 13.00,,5
Kysucké Nové Mesto,Chlebíčky Žilina,from 20.00,,5
Kysucké Nové Mesto,SK Gastro,from 3.00,40 - 50 min.,4.8
Kysucké Nové Mesto,Food House,from 4.00,45 - 55 min.,5
Kysucké Nové Mesto,Pizzéria Carolina,from 16.00,40 - 50 min.,4.7
Ružomberok,Café Efekt,from 7.00,55 - 65 min.,4.9
Ružomberok,London Pizza,from 5.50,100 - 110 min.,4.9
Ružomberok,Pizza a Kebab,from 8.00,55 - 65 min.,4.8
Ružomberok,Roveň pub Kocka,from 5.50,100 - 110 min.,4.8
Ružomberok,California Pub,from 5.00,55 - 65 min.,4.7
Ružomberok,Familiya,from 0.00,85 - 95 min.,4.7
Ružomberok,Penzión Jánošíkova Krčma,from 10.00,115 - 125 min.,4.7
Ružomberok,Chocolate Patrik,from 5.00,,4.4
Ružomberok,Babičkina záhrada,from 0.00,,4.3
Ružomberok,Potraviny,from 20.00,115 - 125 min.,5
Ružomberok,Café bistro chez les Moustiques,from 4.00,,4.9
Ružomberok,Pizza Planet,from 49.90,70 - 80 min.,4.9
Levice,e-Burger,from 5.90,40 - 50 min.,5
Levice,Pizza & Kebab BRAKAB,from 5.00,25 - 35 min.,4.8
Levice,Italy pizza,from 4.00,40 - 50 min.,4.9
Levice,Viet Home Levice,from 10.00,40 - 50 min.,4.6
Levice,Tatami,from 5.00,115 - 125 min.,4.8
Levice,KOISUSHI,from 5.00,115 - 125 min.,4.8
Levice,Chocolate Patrik,from 5.00,,4.4
Levice,Babičkina záhrada,from 0.00,,4.3
Levice,Pizza Calabria,from 5.00,40 - 50 min.,5
Levice,Reštaurácia Sitno,from 4.20,115 - 125 min.,4.2
Bardejov,Expres Panda,from 3.00,55 - 65 min.,5
Bardejov,Speedy Pizza,from 3.90,55 - 65 min.,4.7
Bardejov,Pizza Opizza,from 3.80,70 - 80 min.,4.8
Bardejov,R66 Pizza&Burger,from 3.90,100 - 110 min.,4.7
Bardejov,Alibaba Kebab,from 3.50,55 - 65 min.,4.4
Bardejov,Pizza Garžoľ,from 5.00,70 - 80 min.,4.6
Bardejov,GRILL BOXes,from 4.00,55 - 65 min.,4.2
Bardejov,Chocolate Patrik,from 5.00,,4.4
Bardejov,Babičkina záhrada,from 0.00,,4.3
Bardejov,MM drink,from 1.00,25 - 35 min.,5
Bardejov,Pizzeria Francesco,from 5.00,55 - 65 min.,4.8
Bardejov,Epic Burger,from 5.50,55 - 65 min.,4.9
Bardejov,ART bistro & catering,from 3.90,85 - 95 min.,4.4
Bardejov,Vypic a žic,from 10.00,10 - 20 min.,5
Lučenec,Pizzeria Ragazza,4.00,55 - 65 min.,4.9
Lučenec,Kebab na stanici,3.00,85 - 95 min.,4.3
Lučenec,Pizzeria Mondo,4.00,55 - 65 min.,4.8
Lučenec,Ristorante Romantik,5.50,40 - 50 min.,4.6
Lučenec,Reštaurácia Prameň,0.00,85 - 95 min.,4.1
Lučenec,Chocolate Patrik,5.00,,4.4
Lučenec,Babičkina záhrada,0.00,,4.3
Lučenec,Reštaurácia LA ViVA,3.50,115 - 125 min.,5
Lučenec,Food 66,0.00,115 - 125 min.,4.8
Lučenec,Hostinec u Čierneho Orla,3.70,115 - 125 min.,4.9
